"gene_id"	"InterproScan.GO.ID"
"LOC111099964"	"unknown"
"LOC111099965"	"GO:0005515"
"LOC111099967"	"unknown"
"LOC111099966"	"unknown"
"LOC111099968"	"GO:0003677"
"LOC111099969"	"unknown"
"LOC111099970"	"unknown"
"LOC111099971"	"unknown"
"LOC111099972"	"unknown"
"LOC111099973"	"unknown"
"LOC111099974"	"unknown"
"LOC111099976"	"unknown"
"LOC111099977"	"unknown"
"LOC111099978"	"unknown"
"LOC111099975"	"GO:0004850;GO:0005737;GO:0006206;GO:0009116;GO:0009166"
"LOC111099979"	"unknown"
"LOC111099980"	"GO:0007165;GO:0019208;GO:0019901"
"LOC111099981"	"GO:0005515"
"LOC111099983"	"GO:0003735;GO:0005840;GO:0032543;GO:0042254"
"LOC111099985"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111099986"	"unknown"
"LOC111099988"	"unknown"
"LOC111099990"	"unknown"
"LOC111099987"	"GO:0005249;GO:0006813;GO:0008076;GO:0055085"
"LOC111099992"	"GO:0003824"
"LOC111099993"	"unknown"
"LOC111099994"	"unknown"
"LOC111099995"	"GO:0003989;GO:0005524;GO:0006090;GO:0006633;GO:0009317;GO:0046872"
"LOC111099997"	"unknown"
"LOC111099998"	"GO:0005576;GO:0006030;GO:0008061"
"LOC111100001"	"GO:0008270"
"LOC111100004"	"unknown"
"LOC111100005"	"GO:0005515"
"LOC111100006"	"GO:0005516;GO:0006813;GO:0016021;GO:0016286"
"LOC111099982"	"GO:0006511"
"LOC111100010"	"unknown"
"LOC111100012"	"GO:0006464;GO:0015031"
"LOC111100013"	"GO:0001607;GO:0007187;GO:0007268;GO:0016021"
"LOC111100011"	"GO:0042981"
"LOC111100017"	"unknown"
"LOC111100018"	"unknown"
"LOC111100019"	"unknown"
"LOC111100020"	"GO:0005525"
"LOC111100024"	"unknown"
"LOC111100025"	"GO:0004222;GO:0006508"
"LOC111100026"	"GO:0004197;GO:0006508"
"LOC111100027"	"unknown"
"LOC111100028"	"unknown"
"LOC111100030"	"unknown"
"LOC111100029"	"GO:0016020;GO:0030001;GO:0046873;GO:0055085"
"LOC111100031"	"unknown"
"LOC111100032"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111100033"	"GO:0005516;GO:0006813;GO:0016021;GO:0016286"
"LOC111100035"	"GO:0008270"
"LOC111100036"	"GO:0008270"
"LOC111100037"	"GO:0003723;GO:0033897"
"LOC111100034"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111100038"	"unknown"
"LOC111100039"	"unknown"
"LOC111100040"	"unknown"
"LOC111100041"	"unknown"
"LOC111100042"	"GO:0003746;GO:0003924;GO:0005525;GO:0005840;GO:0006448"
"LOC111100043"	"GO:0005515"
"LOC111100044"	"GO:0001510;GO:0008033;GO:0008175"
"LOC111100045"	"unknown"
"LOC111100046"	"GO:0008146;GO:0016021;GO:0016051"
"LOC111100047"	"GO:0046332"
"LOC111100049"	"unknown"
"LOC111100050"	"GO:0006470;GO:0008138"
"LOC111100051"	"unknown"
"LOC111100052"	"GO:0003676;GO:0008270;GO:0015074"
"LOC111100053"	"GO:0005044;GO:0007165;GO:0016020"
"LOC111100054"	"unknown"
"LOC111100055"	"GO:0005044;GO:0007165;GO:0016020"
"LOC111100059"	"unknown"
"LOC111100061"	"unknown"
"LOC111100062"	"unknown"
"LOC111100064"	"GO:0005515;GO:0042981"
"LOC111100066"	"GO:0005515"
"LOC111100065"	"GO:0004672"
"LOC111100067"	"unknown"
"LOC111100068"	"unknown"
"LOC111100071"	"GO:0003676;GO:0015074"
"LOC111100072"	"unknown"
"LOC111100073"	"unknown"
"LOC111100074"	"unknown"
"LOC111100075"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111100076"	"unknown"
"LOC111100077"	"unknown"
"LOC111100078"	"unknown"
"LOC111100079"	"GO:0005515"
"LOC111100080"	"GO:0005515"
"LOC111100081"	"GO:0005515"
"LOC111100082"	"unknown"
"LOC111100083"	"unknown"
"LOC111100084"	"unknown"
"LOC111100086"	"unknown"
"LOC111100087"	"unknown"
"LOC111100088"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111100085"	"GO:0005634;GO:0006334"
"LOC111100089"	"GO:0035556"
"LOC111100090"	"GO:0008374;GO:0042967;GO:0044255"
"LOC111100093"	"unknown"
"LOC111100092"	"GO:0004672;GO:0005515;GO:0005524;GO:0006468"
"LOC111100094"	"unknown"
"LOC111100095"	"GO:0008270"
"LOC111100096"	"GO:0006470;GO:0008138"
"LOC111100098"	"GO:0001607;GO:0007187;GO:0007268;GO:0016021"
"LOC111100101"	"GO:0003700;GO:0005667;GO:0006355;GO:0006355;GO:0043565"
"LOC111100102"	"unknown"
"LOC111100100"	"GO:0005515"
"LOC111100103"	"GO:0003676"
"LOC111100104"	"GO:0004553;GO:0005975"
"LOC111100107"	"unknown"
"LOC111100109"	"GO:0005515"
"LOC111100112"	"unknown"
"LOC111100113"	"unknown"
"LOC111100115"	"GO:0003677"
"LOC111100116"	"unknown"
"LOC111100117"	"unknown"
"LOC111100118"	"unknown"
"LOC111100119"	"unknown"
"LOC111100121"	"GO:0005089;GO:0035023;GO:0043087"
"LOC111100124"	"GO:0005515"
"LOC111099887"	"GO:0005515"
"LOC111100099"	"unknown"
"LOC111100125"	"unknown"
"LOC111100127"	"unknown"
"LOC111100129"	"GO:0003924;GO:0005525"
"LOC111100130"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111100131"	"unknown"
"LOC111100132"	"unknown"
"LOC111100133"	"GO:0016021"
"LOC111100134"	"unknown"
"LOC111100136"	"GO:0003676"
"LOC111100137"	"unknown"
"LOC111100135"	"GO:0005515"
"LOC111100138"	"unknown"
"LOC111100140"	"GO:0046856"
"LOC111100141"	"GO:0004222;GO:0005509;GO:0006508;GO:0008270"
"LOC111100142"	"unknown"
"LOC111100143"	"GO:0005088;GO:0007264;GO:0043087"
"LOC111100144"	"GO:0005515"
"LOC111100146"	"unknown"
"LOC111100147"	"unknown"
"LOC111100148"	"GO:0004435;GO:0005085;GO:0007264;GO:0009395;GO:0035556;GO:0043087;GO:0046339"
"LOC111100149"	"GO:0008270"
"LOC111100152"	"unknown"
"LOC111100154"	"unknown"
"LOC111100160"	"GO:0015074;GO:0043565"
"LOC111100158"	"GO:0005515"
"LOC111100164"	"unknown"
"LOC111100165"	"GO:0003712;GO:0005667;GO:0006355;GO:0006357;GO:0016592"
"LOC111100166"	"unknown"
"LOC111100167"	"GO:0007165"
"LOC111100169"	"unknown"
"LOC111100168"	"GO:0035091"
"LOC111100170"	"unknown"
"LOC111100171"	"GO:0004842;GO:0016567"
"LOC111100175"	"GO:0005524"
"LOC111100176"	"GO:0005515"
"LOC111100178"	"GO:0008270"
"LOC111100177"	"unknown"
"LOC111100179"	"GO:0003700;GO:0003707;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0007165;GO:0008270;GO:0043565"
"LOC111100180"	"GO:0005102;GO:0005576;GO:0007275;GO:0016055"
"LOC111100181"	"unknown"
"LOC111100182"	"unknown"
"LOC111100183"	"unknown"
"LOC111100184"	"unknown"
"LOC111100187"	"GO:0016787"
"LOC111100188"	"unknown"
"LOC111100189"	"GO:0005515"
"LOC111100186"	"unknown"
"LOC111100190"	"GO:0003677;GO:0006281;GO:0006355"
"LOC111100191"	"GO:0004104"
"LOC111100192"	"GO:0046983"
"LOC111100193"	"GO:0003676"
"LOC111100194"	"unknown"
"LOC111100195"	"unknown"
"LOC111100196"	"unknown"
"LOC111100197"	"GO:0008270"
"LOC111100198"	"GO:0008270"
"LOC111100199"	"GO:0008270"
"LOC111100200"	"GO:0003676"
"LOC111100201"	"unknown"
"LOC111100202"	"GO:0003723;GO:0033897"
"LOC111100203"	"GO:0003723;GO:0033897"
"LOC111100204"	"GO:0003723;GO:0033897"
"LOC111100205"	"GO:0003723;GO:0033897"
"LOC111100206"	"unknown"
"LOC111100207"	"unknown"
"LOC111100208"	"unknown"
"LOC111100218"	"unknown"
"LOC111100220"	"GO:0005515"
"LOC111100221"	"unknown"
"LOC111100222"	"GO:0000413;GO:0003755;GO:0046872"
"LOC111100219"	"unknown"
"LOC111100224"	"GO:0046983"
"LOC111100225"	"GO:0046983"
"LOC111100227"	"unknown"
"LOC111100228"	"unknown"
"LOC111100230"	"GO:0006355;GO:0043565"
"LOC111100231"	"GO:0003676"
"LOC111100233"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100234"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100235"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100236"	"GO:0003676"
"LOC111100237"	"unknown"
"LOC111100238"	"GO:0003676;GO:0005524"
"LOC111100239"	"GO:0008270"
"LOC111100240"	"unknown"
"LOC111100241"	"GO:0008270"
"LOC111100242"	"GO:0008270"
"LOC111100244"	"GO:0005975;GO:0016757"
"LOC111100245"	"GO:0005515"
"LOC111100246"	"unknown"
"LOC111100247"	"unknown"
"LOC111100229"	"GO:0004930;GO:0005044;GO:0007186;GO:0016021;GO:0016525"
"LOC111100248"	"GO:0005975;GO:0016757"
"LOC111100252"	"unknown"
"LOC111100253"	"GO:0046983"
"LOC111100254"	"GO:0046983"
"LOC111100255"	"GO:0008270"
"LOC111100256"	"GO:0005515;GO:0008270"
"LOC111100257"	"GO:0008270"
"LOC111100259"	"GO:0005515;GO:0008270"
"LOC111100258"	"unknown"
"LOC111100260"	"GO:0008017;GO:0045298"
"LOC111100261"	"GO:0003676;GO:0005524;GO:0006310;GO:0008026"
"LOC111100262"	"unknown"
"LOC111100263"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100264"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100265"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100266"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100268"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100269"	"GO:0005515;GO:0008270"
"LOC111100267"	"unknown"
"LOC111100273"	"GO:0003676;GO:0031124"
"LOC111100274"	"GO:0005743;GO:0006850"
"LOC111100275"	"GO:0005524"
"LOC111100277"	"GO:0003951;GO:0004143;GO:0005515;GO:0006769;GO:0007205;GO:0009395;GO:0035556;GO:0046486;GO:0046497"
"LOC111100278"	"unknown"
"LOC111100279"	"GO:0005515;GO:0005634;GO:0006479;GO:0006554;GO:0018024"
"LOC111100280"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111100281"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111100282"	"unknown"
"LOC111100283"	"unknown"
"LOC111100284"	"GO:0016021"
"LOC111100285"	"GO:0016021"
"LOC111100286"	"unknown"
"LOC111100287"	"GO:0003700;GO:0005667;GO:0006355;GO:0006355;GO:0043565"
"LOC111100288"	"GO:0003774;GO:0005524;GO:0016459;GO:0051015"
"LOC111100289"	"GO:0002218;GO:0005515;GO:0007165;GO:0032481"
"LOC111100290"	"unknown"
"LOC111100291"	"GO:0004842;GO:0016567"
"LOC111100292"	"GO:0005089;GO:0035023;GO:0043087"
"LOC111100293"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100294"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100295"	"unknown"
"LOC111100296"	"GO:0006486;GO:0008378;GO:0016020"
"LOC111100297"	"unknown"
"LOC111100298"	"unknown"
"LOC111100299"	"unknown"
"LOC111100303"	"GO:0005515;GO:0042981"
"LOC111100304"	"GO:0005515;GO:0042981"
"LOC111100305"	"GO:0005515;GO:0042981"
"LOC111100306"	"GO:0002020;GO:0042981;GO:0070513"
"LOC111100307"	"unknown"
"LOC111100308"	"GO:0002020;GO:0042981;GO:0070513"
"LOC111100311"	"GO:0003950;GO:0006471;GO:0016021;GO:0016192"
"LOC111100313"	"unknown"
"LOC111100314"	"GO:0004445;GO:0046856"
"LOC111100316"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100315"	"unknown"
"LOC111100317"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100318"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100319"	"GO:0003676"
"LOC111100320"	"unknown"
"LOC111100321"	"GO:0000290"
"LOC111100323"	"GO:0003677;GO:0005515"
"LOC111100324"	"unknown"
"LOC111100322"	"unknown"
"LOC111100325"	"GO:0005515"
"LOC111100326"	"GO:0016491"
"LOC111100327"	"GO:0005515;GO:0035091"
"LOC111100329"	"GO:0005515"
"LOC111100330"	"unknown"
"LOC111100331"	"unknown"
"LOC111100333"	"unknown"
"LOC111100334"	"unknown"
"LOC111100335"	"unknown"
"LOC111100336"	"unknown"
"LOC111100339"	"GO:0006281"
"LOC111100341"	"unknown"
"LOC111100344"	"GO:0003774;GO:0005524;GO:0016459;GO:0051015"
"LOC111100346"	"GO:0005089;GO:0035023;GO:0043087"
"LOC111100347"	"GO:0004620;GO:0009395"
"LOC111100345"	"unknown"
"LOC111100348"	"unknown"
"LOC111100349"	"GO:0005515;GO:0010165"
"LOC111100350"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111100351"	"GO:0004619;GO:0006094;GO:0006096"
"LOC111100352"	"unknown"
"LOC111100354"	"GO:0008270"
"LOC111100355"	"GO:0003747;GO:0005840;GO:0006449;GO:0018444;GO:0051083"
"LOC111100356"	"unknown"
"LOC111100353"	"GO:0005044;GO:0007165;GO:0016020"
"LOC111100359"	"GO:0004222;GO:0006508"
"LOC111100360"	"unknown"
"LOC111100362"	"GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0008270;GO:0043565"
"LOC111100363"	"GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0008270"
"LOC111100364"	"GO:0006355"
"LOC111100365"	"GO:0016491;GO:0055114;GO:0071949"
"LOC111100366"	"unknown"
"LOC111100367"	"unknown"
"LOC111100368"	"unknown"
"LOC111100369"	"GO:0003676"
"LOC111100371"	"GO:0005515;GO:0046872"
"LOC111100373"	"unknown"
"LOC111100374"	"unknown"
"LOC111100375"	"GO:0005515"
"LOC111100372"	"GO:0003676;GO:0008168;GO:0032259"
"LOC111100376"	"unknown"
"LOC111100378"	"GO:0005515"
"LOC111100379"	"GO:0031072;GO:0051082"
"LOC111100380"	"unknown"
"LOC111100382"	"GO:0005515;GO:0010468;GO:0046872;GO:0071557;GO:0071558"
"LOC111100381"	"GO:0008654;GO:0016020;GO:0016780"
"LOC111100383"	"unknown"
"LOC111100384"	"unknown"
"LOC111100386"	"GO:0000387;GO:0005829;GO:0005886;GO:0006821;GO:0006884;GO:0034709;GO:0034715"
"LOC111100387"	"unknown"
"LOC111100389"	"unknown"
"LOC111100388"	"GO:0006777;GO:0008265;GO:0019008;GO:0030151;GO:0030170"
"LOC111100390"	"unknown"
"LOC111100391"	"GO:0003677;GO:0006310;GO:0015074"
"LOC111100393"	"GO:0004222;GO:0006508"
"LOC111100392"	"GO:0003723"
"LOC111100394"	"unknown"
"LOC111100395"	"unknown"
"LOC111100396"	"unknown"
"LOC111100398"	"GO:0005506;GO:0006118;GO:0006537;GO:0010181;GO:0016040;GO:0050660;GO:0051536;GO:0055114"
"LOC111100399"	"GO:0005506;GO:0006118;GO:0006537;GO:0010181;GO:0016040;GO:0050660;GO:0051536;GO:0055114"
"LOC111100400"	"unknown"
"LOC111100401"	"GO:0005515"
"LOC111100402"	"unknown"
"LOC111100385"	"unknown"
"LOC111100403"	"GO:0003723;GO:0008270"
"LOC111100404"	"unknown"
"LOC111100405"	"unknown"
"LOC111100406"	"GO:0003723;GO:0008270"
"LOC111100407"	"unknown"
"LOC111100408"	"unknown"
"LOC111100409"	"unknown"
"LOC111100410"	"GO:0006118;GO:0006537;GO:0016639;GO:0051536;GO:0055114"
"LOC111100411"	"unknown"
"LOC111100412"	"GO:0008270"
"LOC111100413"	"GO:0008270"
"LOC111100414"	"unknown"
"LOC111100415"	"GO:0008270"
"LOC111100416"	"unknown"
"LOC111100417"	"unknown"
"LOC111100418"	"unknown"
"LOC111100419"	"GO:0008270"
"LOC111100420"	"GO:0008270"
"LOC111100421"	"GO:0005215;GO:0016021;GO:0055085"
"LOC111100422"	"GO:0005215;GO:0016021;GO:0055085"
"LOC111100423"	"GO:0005215;GO:0016021;GO:0055085"
"LOC111100424"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100425"	"GO:0008270"
"LOC111100426"	"GO:0003723"
"LOC111100427"	"GO:0005506;GO:0009072;GO:0016714;GO:0055114"
"LOC111100428"	"GO:0005506;GO:0009072;GO:0016714;GO:0055114"
"LOC111100429"	"unknown"
"LOC111100430"	"GO:0006464;GO:0015031"
"LOC111100431"	"unknown"
"LOC111100432"	"unknown"
"LOC111100433"	"unknown"
"LOC111100434"	"GO:0006030;GO:0008061"
"LOC111100436"	"unknown"
"LOC111100437"	"GO:0006030;GO:0008061"
"LOC111100438"	"unknown"
"LOC111100440"	"GO:0005515"
"LOC111100441"	"unknown"
"LOC111100439"	"GO:0005506;GO:0016705;GO:0031418;GO:0055114"
"LOC111100442"	"unknown"
"LOC111100443"	"unknown"
"LOC111100445"	"unknown"
"LOC111100446"	"GO:0003677;GO:0006355;GO:0008270"
"LOC111100447"	"GO:0003677;GO:0006355;GO:0008270"
"LOC111100444"	"unknown"
"LOC111100448"	"unknown"
"LOC111100449"	"unknown"
"LOC111100450"	"unknown"
"LOC111100451"	"unknown"
"LOC111100452"	"GO:0005515"
"LOC111100453"	"unknown"
"LOC111100454"	"unknown"
"LOC111100455"	"GO:0005215;GO:0016021;GO:0055085"
"LOC111100465"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111100466"	"GO:0006814;GO:0006885;GO:0015385;GO:0016021;GO:1902600"
"LOC111100467"	"GO:0004888;GO:0005230;GO:0007165;GO:0016021;GO:0034220"
"LOC111100470"	"unknown"
"LOC111100471"	"unknown"
"LOC111100475"	"GO:0001678;GO:0004396;GO:0005524;GO:0005536;GO:0005982;GO:0005985;GO:0006000;GO:0006012;GO:0006013;GO:0006040;GO:0006094;GO:0006096;GO:0019872"
"LOC111100476"	"unknown"
"LOC111100477"	"GO:0003676;GO:0003951;GO:0004143;GO:0006769;GO:0007205;GO:0009395;GO:0035556;GO:0046486;GO:0046497"
"LOC111100478"	"unknown"
"LOC111100479"	"GO:0016021"
"LOC111100481"	"unknown"
"LOC111100482"	"GO:0006629"
"LOC111100483"	"unknown"
"LOC111100485"	"GO:0008270"
"LOC111100486"	"GO:0008270"
"LOC111100468"	"GO:0005576;GO:0006030;GO:0008061"
"LOC111100487"	"GO:0008270"
"LOC111100489"	"GO:0006353;GO:0008270"
"LOC111100490"	"unknown"
"LOC111100491"	"GO:0003676"
"LOC111100488"	"unknown"
"LOC111100492"	"unknown"
"LOC111100493"	"unknown"
"LOC111100494"	"unknown"
"LOC111100499"	"GO:0003904;GO:0006281"
"LOC111100500"	"unknown"
"LOC111100498"	"unknown"
"LOC111100501"	"unknown"
"LOC111100502"	"GO:0005856"
"LOC111100503"	"GO:0016021;GO:0055085"
"LOC111100504"	"GO:0016021;GO:0055085"
"LOC111100506"	"GO:0008270"
"LOC111100508"	"GO:0008270"
"LOC111100509"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100510"	"unknown"
"LOC111100512"	"unknown"
"LOC111100513"	"unknown"
"LOC111100511"	"GO:0009966"
"LOC111100514"	"unknown"
"LOC111100515"	"unknown"
"LOC111100516"	"GO:0016301"
"LOC111100517"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100518"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100522"	"GO:0005913;GO:0007155;GO:0045296;GO:0048854;GO:0051015"
"LOC111100520"	"GO:0016021"
"LOC111100523"	"GO:0003989;GO:0005524;GO:0006090;GO:0006633;GO:0009317;GO:0046872"
"LOC111100525"	"unknown"
"LOC111100526"	"unknown"
"LOC111100527"	"unknown"
"LOC111100529"	"unknown"
"LOC111100530"	"unknown"
"LOC111100531"	"GO:0016874"
"LOC111100532"	"unknown"
"LOC111100533"	"GO:0008270"
"LOC111100535"	"GO:0003676"
"LOC111100536"	"unknown"
"LOC111100534"	"GO:0016702;GO:0055114"
"LOC111100539"	"GO:0007165;GO:0008083;GO:0008283;GO:0040007"
"LOC111100540"	"GO:0005515"
"LOC111100541"	"unknown"
"LOC111100542"	"GO:0004725;GO:0005515;GO:0006470;GO:0006570"
"LOC111100543"	"unknown"
"LOC111100545"	"GO:0016021;GO:0022857;GO:0055085"
"LOC111100546"	"unknown"
"LOC111100544"	"GO:0003937;GO:0004643;GO:0006144;GO:0006164;GO:0042720"
"LOC111100547"	"GO:0003676;GO:0005524"
"LOC111100548"	"GO:0008270"
"LOC111100549"	"GO:0008270"
"LOC111100551"	"GO:0005515"
"LOC111100550"	"GO:0030431;GO:0032222;GO:0034235;GO:1903818"
"LOC111100552"	"unknown"
"LOC111100555"	"unknown"
"LOC111100556"	"unknown"
"LOC111100557"	"GO:0005544;GO:0006887;GO:0016020"
"LOC111100538"	"unknown"
"LOC111100560"	"GO:0004096;GO:0005515;GO:0006568;GO:0006804;GO:0006979;GO:0015947;GO:0016702;GO:0020037;GO:0046872;GO:0055114"
"LOC111100559"	"GO:0003676;GO:0005515"
"LOC111100561"	"GO:0006511;GO:0016579;GO:0036459"
"LOC111100562"	"GO:0005524;GO:0046872"
"LOC111100563"	"GO:0000281;GO:0051225"
"LOC111100564"	"GO:0005515"
"LOC111100565"	"unknown"
"LOC111100567"	"unknown"
"LOC111100568"	"GO:0006836;GO:0019905"
"LOC111100566"	"GO:0003824"
"LOC111100569"	"GO:0005739;GO:0051607"
"LOC111100570"	"GO:0005515"
"LOC111100571"	"GO:0003676"
"LOC111100572"	"GO:0003676"
"LOC111100573"	"GO:0000166;GO:0009166;GO:0016788;GO:0046872"
"LOC111100574"	"GO:0005509"
"LOC111100575"	"GO:0004571;GO:0005509;GO:0005975;GO:0016020"
"LOC111100576"	"GO:0051018;GO:0060828"
"LOC111100577"	"GO:0005509"
"LOC111100578"	"GO:0003723;GO:0003726;GO:0006396"
"LOC111100579"	"GO:0005096"
"LOC111100580"	"GO:0003676;GO:0005515"
"LOC111100582"	"unknown"
"LOC111100581"	"GO:0003676"
"LOC111100583"	"GO:0005507"
"LOC111100584"	"GO:0003676"
"LOC111100586"	"GO:0016758"
"LOC111100585"	"unknown"
"LOC111100587"	"unknown"
"LOC111100588"	"GO:0003676;GO:0005524"
"LOC111100589"	"unknown"
"LOC111100590"	"unknown"
"LOC111100591"	"GO:0004930;GO:0005515;GO:0007166;GO:0007186;GO:0016021"
"LOC111100592"	"GO:0003676;GO:0003712;GO:0005667;GO:0006355;GO:0008134"
"LOC111100594"	"GO:0005328;GO:0006812;GO:0006836;GO:0016021"
"LOC111100595"	"GO:0008270"
"LOC111100596"	"GO:0016021;GO:0055085"
"LOC111100598"	"GO:0005524;GO:0006457;GO:0051082"
"LOC111100599"	"GO:0005975;GO:0016773"
"LOC111100600"	"GO:0005319;GO:0006869;GO:0016021"
"LOC111100597"	"unknown"
"LOC111100601"	"GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111100602"	"GO:0005515"
"LOC111100603"	"unknown"
"LOC111100604"	"GO:0005515"
"LOC111100605"	"unknown"
"LOC111100607"	"unknown"
"LOC111100608"	"unknown"
"LOC111100609"	"unknown"
"LOC111100606"	"unknown"
"LOC111100610"	"GO:0003712;GO:0005667;GO:0006355;GO:0006357;GO:0016592"
"LOC111100611"	"unknown"
"LOC111100612"	"GO:0003743;GO:0005840;GO:0006446"
"LOC111100613"	"GO:0007155;GO:0016021;GO:0042246"
"LOC111100614"	"GO:0007155;GO:0016021;GO:0042246"
"LOC111100616"	"GO:0000178;GO:0003723;GO:0006396"
"LOC111100617"	"GO:0007155;GO:0016021;GO:0042246"
"LOC111100618"	"GO:0007155;GO:0016021;GO:0042246"
"LOC111100615"	"unknown"
"LOC111100619"	"unknown"
"LOC111100620"	"unknown"
"LOC111100621"	"unknown"
"LOC111100622"	"GO:0007041;GO:0038023;GO:0051219"
"LOC111100593"	"unknown"
"LOC111100623"	"unknown"
"LOC111100625"	"GO:0006099;GO:0016627;GO:0022900;GO:0050660"
"LOC111100628"	"unknown"
"LOC111100629"	"GO:0007041;GO:0038023;GO:0051219"
"LOC111100630"	"GO:0005890;GO:0006813;GO:0006814"
"LOC111100631"	"GO:0005509"
"LOC111100632"	"unknown"
"LOC111100633"	"unknown"
"LOC111100634"	"unknown"
"LOC111100638"	"GO:0008430"
"LOC111100639"	"unknown"
"LOC111100640"	"GO:0005515"
"LOC111100637"	"GO:0004674;GO:0005524;GO:0006468;GO:0009069"
"LOC111100641"	"GO:0005524;GO:0005778;GO:0006625;GO:0042623"
"LOC111100642"	"unknown"
"LOC111100644"	"unknown"
"LOC111100645"	"GO:0015631;GO:0030992;GO:0042073;GO:0045298;GO:0060271"
"LOC111100646"	"GO:0008270"
"LOC111100647"	"unknown"
"LOC111100648"	"unknown"
"LOC111100649"	"GO:0003676;GO:0005524"
"LOC111100650"	"GO:0008017;GO:0045298"
"LOC111100651"	"GO:0005515;GO:0008270"
"LOC111100653"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:0046983;GO:1902600"
"LOC111100654"	"unknown"
"LOC111100655"	"GO:0016624"
"LOC111100652"	"unknown"
"LOC111100656"	"unknown"
"LOC111100657"	"unknown"
"LOC111100658"	"GO:0004725;GO:0006470;GO:0006570"
"LOC111100659"	"GO:0003676;GO:0015074"
"LOC111100660"	"unknown"
"LOC111100661"	"GO:0003676;GO:0008270"
"LOC111100663"	"unknown"
"LOC111100664"	"GO:0003676;GO:0005524"
"LOC111100665"	"GO:0008270"
"LOC111100662"	"GO:0005576;GO:0006030;GO:0008061"
"LOC111100666"	"unknown"
"LOC111100667"	"GO:0000723;GO:0003678;GO:0005657;GO:0006281"
"LOC111100668"	"GO:0005524;GO:0006457;GO:0051082"
"LOC111100669"	"unknown"
"LOC111100670"	"GO:0042981"
"LOC111100671"	"GO:0008270"
"LOC111100673"	"GO:0008270"
"LOC111100674"	"GO:0008270"
"LOC111100672"	"unknown"
"LOC111100675"	"unknown"
"LOC111100677"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100678"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100679"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100682"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111100683"	"GO:0016021"
"LOC111100685"	"unknown"
"LOC111100686"	"GO:0016021"
"LOC111100687"	"unknown"
"LOC111100684"	"GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0043565"
"LOC111100688"	"unknown"
"LOC111100689"	"unknown"
"LOC111100690"	"unknown"
"LOC111100691"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111100692"	"GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111100693"	"GO:0000796;GO:0007076"
"LOC111100694"	"GO:0003676"
"LOC111100695"	"unknown"
"LOC111100697"	"unknown"
"LOC111100700"	"unknown"
"LOC111100701"	"unknown"
"LOC111100699"	"GO:0005737;GO:0019509;GO:0046872"
"LOC111100702"	"GO:0003676;GO:0015074"
"LOC111100703"	"GO:0055114"
"LOC111100704"	"GO:0003677;GO:0006352"
"LOC111100705"	"unknown"
"LOC111100706"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111100707"	"GO:0003676;GO:0005524"
"LOC111100676"	"unknown"
"LOC111100709"	"unknown"
"LOC111100711"	"unknown"
