"cyan.gene_id","cyan.cpg_count","cyan.protein_id","cyan.chr","cyan.method","cyan.feature","cyan.start","cyan.end","cyan.score","cyan.strand","cyan.phase","cyan.CDS_ID","cyan.Parent","cyan.Description","cyan.GO.SLIM","cyan.Enzyme.Codes","cyan.Enzyme.Names","cyan.InterproScan.GO.ID"
"LOC111127230",7,"XP_022328027.1","NC_035782.1","Gnomon","CDS","65510379","65510451",".","+","0","cds19122","rna20790","T-complex protein 1 subunit alpha-like","P:GO:0006457; F:GO:0043167; F:GO:0051082","","","GO:0005524;GO:0006457;GO:0051082"
"LOC111127227",14,"XP_022328021.1","NC_035782.1","Gnomon","CDS","65554602","65554729",".","-","0","cds19125","rna20793","LOW QUALITY PROTEIN: protein KIBRA-like","F:GO:0003674","","","GO:0005515"
"LOC111126442",NA,"XP_022326806.1","NC_035782.1","Gnomon","CDS","67539132","67540358",".","+","0","cds19324","rna21013","innexin unc-9-like","","","",""
"LOC111125229",60,"XP_022324511.1","NC_035782.1","Gnomon","CDS","67600678","67600718",".","+","0","cds19333","rna21022","WW domain-containing adapter protein with coiled-coil-like","F:GO:0003674","","","GO:0005515"
"LOC111123197",117,"XP_022321073.1","NC_035782.1","Gnomon","CDS","68339249","68339329",".","+","0","cds19391","rna21081","LOW QUALITY PROTEIN: uncharacterized protein LOC111123197","","","",""
"LOC111126840",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111125282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111125276",NA,"XP_022324584.1","NC_035782.1","Gnomon","CDS","68985298","68985799",".","-","0","cds19472","rna21177","large neutral amino acids transporter small subunit 2-like isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0016020;GO:0022857;GO:0055085"
"LOC111124578",15,"XP_022323257.1","NC_035782.1","Gnomon","CDS","69849691","69849756",".","-","0","cds19586","rna21298","protein phosphatase 1 regulatory subunit 11-like","P:GO:0006464; F:GO:0030234","","","GO:0004865;GO:0032515"
"LOC111125827",9,"XP_022325698.1","NC_035782.1","Gnomon","CDS","69929329","69931098",".","+","0","cds19603","rna21315","zinc finger protein 62 homolog","F:GO:0003674","","","GO:0003676"
"LOC111124418",60,"XP_022322978.1","NC_035782.1","Gnomon","CDS","70259531","70259595",".","+","0","cds19628","rna21344","neurobeachin-like protein 1","F:GO:0003674","","","GO:0005515"
"LOC111126062",1,"XP_022326162.1","NC_035782.1","Gnomon","CDS","70623692","70623768",".","-","2","cds19656","rna21372","transmembrane protein 165-like","","","",""
"LOC111123725",NA,"XP_022321970.1","NC_035782.1","Gnomon","CDS","71598551","71598647",".","-","0","cds19765","rna21483","uncharacterized protein LOC111123725","","","",""
"LOC111123083",NA,"XP_022320885.1","NC_035782.1","Gnomon","CDS","71824604","71824655",".","-","0","cds19802","rna21522","putative carbonic anhydrase-like protein 2 isoform X1","GO:0016829;GO:0043167;GO:0044281","EC:4.2.1.1","Carbonic anhydrase","GO:0004089;GO:0006730;GO:0006807;GO:0008270"
"LOC111122695",NA,"XP_022320276.1","NC_035782.1","Gnomon","CDS","72131966","72133147",".","-","0","cds19836","rna21557","uncharacterized protein LOC111122695","F:GO:0003674","","","GO:0003824;GO:0050662"
"LOC111123828",NA,"XP_022322164.1","NC_035780.1","Gnomon","CDS","20640921","20641435",".","-","0","cds1881","rna2086","zinc finger protein 704-like","","","",""
"LOC111126856",NA,"XP_022327471.1","NC_035782.1","Gnomon","CDS","72296732","72296757",".","+","0","cds19861","rna21582","uncharacterized protein LOC111126856 isoform X1","","","",""
"LOC111125658",NA,"XP_022325386.1","NC_035782.1","Gnomon","CDS","73192457","73192672",".","-","0","cds19982","rna21708","protein ABHD14B-like","","","",""
"LOC111122873",13,"XP_022320595.1","NC_035782.1","Gnomon","CDS","73308530","73308727",".","-","0","cds20001","rna21729","uncharacterized protein LOC111122873","","","",""
"LOC111127409",3,"XP_022328278.1","NC_035782.1","Gnomon","CDS","74623928","74624228",".","+","0","cds20141","rna21879","O-acyltransferase like protein-like isoform X1","F:GO:0016746","","","GO:0016747"
"LOC111122547",NA,"XP_022320038.1","NC_035782.1","Gnomon","CDS","74796278","74796599",".","-","0","cds20156","rna21894","paired mesoderm homeobox protein 2-like","F:GO:0003677; P:GO:0009058; P:GO:0034641","","","GO:0006355;GO:0043565"
"LOC111126361",NA,"XP_022326633.1","NC_035782.1","Gnomon","CDS","75174749","75174886",".","+","0","cds20202","rna21943","probable pterin-4-alpha-carbinolamine dehydratase","GO:0009058;GO:0016829;GO:0034641;GO:0044281;GO:0051186","EC:4.2.1.96","4a-hydroxytetrahydrobiopterin dehydratase","GO:0006729;GO:0008124"
"LOC111123114",5,"XP_022320935.1","NC_035782.1","Gnomon","CDS","76193373","76193705",".","-","0","cds20279","rna22047","LOW QUALITY PROTEIN: elongation factor G%2C mitochondrial-like","GO:0003924;GO:0005840;GO:0008135;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003746;GO:0003924;GO:0005525;GO:0005840;GO:0006448"
"LOC111131581",12,"XP_022334890.1","NC_035783.1","Gnomon","CDS","705554","706126",".","-","0","cds20382","rna22166","cyclin-dependent kinase D-1-like","GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167","EC:2.7.11; EC:2.7.11.24","Transferring phosphorus-containing groups; Mitogen-activated protein kinase","GO:0004707;GO:0005524;GO:0006468;GO:0007178;GO:0009069"
"LOC111128746",9,"XP_022330273.1","NC_035783.1","Gnomon","CDS","755904","755945",".","-","0","cds20390","rna22174","leucine-rich repeat-containing protein 49-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111128750",NA,"XP_022330287.1","NC_035783.1","Gnomon","CDS","1300223","1300229",".","-","0","cds20439","rna22227","uncharacterized protein LOC111128750","","","",""
"LOC111128675",19,"XP_022330140.1","NC_035783.1","Gnomon","CDS","2266598","2266957",".","+","0","cds20493","rna22284","LOW QUALITY PROTEIN: BTB/POZ domain-containing protein 1-like","F:GO:0003674","","","GO:0005515"
"LOC111128327",18,"XP_022329609.1","NC_035783.1","Gnomon","CDS","2275463","2275624",".","+","0","cds20494","rna22285","LOW QUALITY PROTEIN: 3-hydroxy-3-methylglutaryl-coenzyme A reductase-like","GO:0005575;GO:0006629;GO:0009058;GO:0016491;GO:0034641;GO:0044281;GO:0051186","EC:1.1.1.34","Hydroxymethylglutaryl-CoA reductase (NADPH)","GO:0004420;GO:0006694;GO:0008299;GO:0015936;GO:0016021;GO:0050661;GO:0055114"
"LOC111131536",NA,"XP_022334834.1","NC_035783.1","Gnomon","CDS","2421663","2421799",".","-","2","cds20503","rna22294","uncharacterized protein LOC111131536","","","",""
"LOC111130564",68,"XP_022333430.1","NC_035783.1","Gnomon","CDS","2563262","2563488",".","+","2","cds20513","rna22306","LOW QUALITY PROTEIN: protein AF-9-like","P:GO:0009058; P:GO:0034641","","","GO:0006355"
"LOC111131136",39,"XP_022334222.1","NC_035783.1","Gnomon","CDS","2685428","2685507",".","+","0","cds20526","rna22321","activator of 90 kDa heat shock protein ATPase homolog 1-like","F:GO:0030234","","","GO:0001671;GO:0051087;GO:0051879"
"LOC111127877",47,"XP_022328874.1","NC_035783.1","Gnomon","CDS","3461728","3461859",".","+","0","cds20598","rna22404","centrosomal protein of 170 kDa-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111131671",1,"XP_022335015.1","NC_035783.1","Gnomon","CDS","4389723","4389761",".","-","0","cds20691","rna22512","repressor of yield of DENV protein homolog","","","",""
"LOC111130695",1,"XP_022333598.1","NC_035783.1","Gnomon","CDS","4784529","4784616",".","-","0","cds20735","rna22557","zinc finger MYND domain-containing protein 15-like isoform X1","","","",""
"LOC111129482",27,"XP_022331594.1","NC_035783.1","Gnomon","CDS","5500048","5500147",".","-","1","cds20809","rna22633","WD repeat-containing protein 26-like","F:GO:0003674","","","GO:0005515"
"LOC111131228",5,"XP_022334364.1","NC_035783.1","Gnomon","CDS","7758526","7758579",".","+","0","cds21072","rna22906","ADP-ribosylation factor-like protein 15","F:GO:0043167","","","GO:0005525"
"LOC111131860",NA,"XP_022335308.1","NC_035783.1","Gnomon","CDS","8440407","8440453",".","+","0","cds21158","rna22995","probable UDP-sugar transporter protein SLC35A4","C:GO:0005794; F:GO:0022857","","","GO:0000139;GO:0015165;GO:0016021;GO:0090481;GO:0090481"
"LOC111129339",31,"XP_022331363.1","NC_035783.1","Gnomon","CDS","8514414","8515803",".","-","0","cds21170","rna23007","uncharacterized protein LOC111129339 isoform X1","F:GO:0003674; C:GO:0005694","","","GO:0000785;GO:0003682"
"LOC111130391",71,"XP_022333135.1","NC_035783.1","Gnomon","CDS","8552562","8552610",".","+","0","cds21175","rna23013","LOW QUALITY PROTEIN: circularly permutated Ras protein 1-like","GO:0003924;GO:0007165;GO:0016192;GO:0031410;GO:0032991;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003924;GO:0005525;GO:0006886;GO:0006888;GO:0007165;GO:0008270;GO:0030127"
"LOC111130702",62,"XP_022333610.1","NC_035783.1","Gnomon","CDS","8584144","8584907",".","-","0","cds21176","rna23014","LOW QUALITY PROTEIN: codanin-1-like","","","",""
"LOC111130347",36,"XP_022333019.1","NC_035783.1","Gnomon","CDS","9347766","9347789",".","-","0","cds21267","rna23111","stress-induced-phosphoprotein 1-like","F:GO:0003674","","","GO:0005515"
"LOC111129116",5,"XP_022330944.1","NC_035783.1","Gnomon","CDS","9407817","9407908",".","-","0","cds21273","rna23119","alpha-soluble NSF attachment protein-like","F:GO:0003674; P:GO:0006810","","","GO:0005515;GO:0006886"
"LOC111131154",NA,"XP_022334262.1","NC_035783.1","Gnomon","CDS","9553446","9553564",".","+","0","cds21278","rna23124","LOW QUALITY PROTEIN: cyclin-dependent kinase inhibitor 3-like","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570"
"LOC111129221",55,"XP_022331177.1","NC_035783.1","Gnomon","CDS","9705478","9705615",".","-","0","cds21291","rna23138","serine/threonine-protein kinase ULK4-like isoform X1","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111128054",21,"XP_022329159.1","NC_035783.1","Gnomon","CDS","9752335","9752445",".","-","0","cds21296","rna23146","LOW QUALITY PROTEIN: mortality factor 4-like protein 1","C:GO:0000228; C:GO:0005654; P:GO:0009058; C:GO:0032991; P:GO:0034641; P:GO:0051276","","","GO:0006325;GO:0006355;GO:0016580;GO:0035267"
"LOC111129484",71,"XP_022331601.1","NC_035783.1","Gnomon","CDS","9780617","9780680",".","-","0","cds21297","rna23147","LOW QUALITY PROTEIN: MAGUK p55 subfamily member 5-like","F:GO:0003674","","","GO:0005515"
"LOC111130838",6,"XP_022333789.1","NC_035783.1","Gnomon","CDS","10265743","10265810",".","+","0","cds21333","rna23187","equilibrative nucleoside transporter 1-like","C:GO:0005575; F:GO:0022857","","","GO:0005337;GO:0016021;GO:1901642"
"LOC111128085",75,"XP_022329219.1","NC_035783.1","Gnomon","CDS","10557140","10557264",".","+","0","cds21368","rna23223","kinesin light chain-like isoform X1","GO:0003674;GO:0005856;GO:0008150;GO:0032991","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003777;GO:0005515;GO:0005871;GO:0005874;GO:0007017"
"LOC111129844",8,"XP_022332036.1","NC_035783.1","Gnomon","CDS","10651403","10651545",".","-","2","cds21378","rna23233","vam6/Vps39-like protein","F:GO:0003674; P:GO:0016192","","","GO:0005515;GO:0006886;GO:0016192"
"LOC111130399",36,"XP_022333153.1","NC_035783.1","Gnomon","CDS","10949100","10949354",".","+","0","cds21401","rna23256","F-box/WD repeat-containing protein 2-like","F:GO:0003674","","","GO:0005515"
"LOC111131857",139,"XP_022335306.1","NC_035783.1","Gnomon","CDS","11021125","11023056",".","-","0","cds21413","rna23268","LOW QUALITY PROTEIN: TOG array regulator of axonemal microtubules protein 1-like","","","",""
"LOC111131502",7,"XP_022334778.1","NC_035783.1","Gnomon","CDS","11365863","11365949",".","-","0","cds21473","rna23328","CST complex subunit CTC1-like isoform X1","F:GO:0003677","","","GO:0003697"
"LOC111127724",38,"XP_022328663.1","NC_035783.1","Gnomon","CDS","11646095","11646207",".","-","0","cds21491","rna23350","DNA annealing helicase and endonuclease ZRANB3-like","F:GO:0004518; F:GO:0043167","","","GO:0003676;GO:0004519;GO:0005524"
"LOC111131147",101,"XP_022334235.1","NC_035783.1","Gnomon","CDS","11675633","11675659",".","+","0","cds21492","rna23351","1-phosphatidylinositol 4%2C5-bisphosphate phosphodiesterase beta-1-like isoform X1","GO:0006629;GO:0007165;GO:0009056;GO:0043167","EC:3.1.4.11; EC:3.1.4.3","Phosphoinositide phospholipase C; Phospholipase C","GO:0004435;GO:0005509;GO:0009395;GO:0035556;GO:0035556;GO:0046339"
"LOC111128235",7,"XP_022329450.1","NC_035783.1","Gnomon","CDS","11719127","11719228",".","-","2","cds21512","rna23371","UPF0568 protein C14orf166-like","","","",""
"LOC111129890",28,"XP_022332113.1","NC_035783.1","Gnomon","CDS","12039509","12039650",".","-","0","cds21553","rna23414","serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform-like","C:GO:0005622; P:GO:0007165; F:GO:0030234; C:GO:0032991","","","GO:0000159;GO:0007165;GO:0019888"
"LOC111129888",16,"XP_022332110.1","NC_035783.1","Gnomon","CDS","12076892","12076958",".","+","0","cds21559","rna23420","endoplasmic reticulum lectin 1-like isoform X1","","","",""
"LOC111129880",38,"XP_022332099.1","NC_035783.1","Gnomon","CDS","12119316","12119375",".","+","0","cds21574","rna23435","kinesin-like protein KIF6","GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003777;GO:0005524;GO:0005874;GO:0007018;GO:0008017;GO:0045298"
"LOC111099826",NA,"XP_022287001.1","NC_035780.1","Gnomon","CDS","22630628","22630852",".","-","0","cds2039","rna2271","estradiol 17-beta-dehydrogenase 11-like","","","",""
"LOC111127964",26,"XP_022328999.1","NC_035783.1","Gnomon","CDS","12285606","12285661",".","+","0","cds21592","rna23454","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3-like","P:GO:0007005; P:GO:0065003","","","GO:0032981"
"LOC111129188",64,"XP_022331127.1","NC_035783.1","Gnomon","CDS","12415557","12415579",".","+","0","cds21607","rna23469","sprouty-related%2C EVH1 domain-containing protein 2-like isoform X1","C:GO:0005575; P:GO:0007165; P:GO:0048856","","","GO:0007275;GO:0009966;GO:0016020"
"LOC111130977",18,"XP_022333994.1","NC_035783.1","Gnomon","CDS","12910274","12910411",".","-","0","cds21636","rna23500","fructose-1%2C6-bisphosphatase isozyme 2-like","GO:0005975;GO:0006091;GO:0009056;GO:0009058;GO:0016791;GO:0044281","EC:3.1.3.23; EC:3.1.3.11","Sugar-phosphatase; Fructose-bisphosphatase","GO:0006000;GO:0006013;GO:0006094;GO:0006096;GO:0006098;GO:0015976;GO:0042132"
"LOC111127897",NA,"XP_022328905.1","NC_035783.1","Gnomon","CDS","12935351","12936682",".","+","0","cds21639","rna23503","uncharacterized protein LOC111127897","","","",""
"LOC111130184",60,"XP_022332656.1","NC_035783.1","Gnomon","CDS","13199941","13200029",".","-","0","cds21671","rna23538","LOW QUALITY PROTEIN: tyrosine-protein phosphatase non-receptor type 14-like","GO:0005856;GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0005856;GO:0006470;GO:0006570"
"LOC111127870",NA,"XP_022328868.1","NC_035783.1","Gnomon","CDS","13679932","13680090",".","-","0","cds21722","rna23590","uncharacterized protein LOC111127870 isoform X1","GO:0008233;GO:0043167","EC:3.4.24","Acting on peptide bonds (peptidases)","GO:0004222;GO:0006508;GO:0008270"
"LOC111131678",NA,"XP_022335021.1","NC_035783.1","Gnomon","CDS","13874517","13875046",".","+","0","cds21737","rna23613","uncharacterized protein LOC111131678","","","",""
"LOC111130379",NA,"XP_022333108.1","NC_035783.1","Gnomon","CDS","13902594","13902917",".","+","0","cds21743","rna23619","uncharacterized protein LOC111130379","","","",""
"LOC111129316",38,"XP_022331318.1","NC_035783.1","Gnomon","CDS","13942297","13942357",".","-","0","cds21748","rna23624","28S ribosomal protein S27%2C mitochondrial-like","","","",""
"LOC111131521",18,"XP_022334812.1","NC_035783.1","Gnomon","CDS","13986271","13986294",".","+","0","cds21755","rna23631","kelch domain-containing protein 1-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111128573",29,"XP_022329959.1","NC_035783.1","Gnomon","CDS","14158588","14158632",".","+","0","cds21807","rna23683","endophilin-A3-like isoform X1","F:GO:0003674; C:GO:0005737; P:GO:0016192","","","GO:0005515;GO:0005737;GO:0006897"
"LOC111131349",5,"XP_022334537.1","NC_035783.1","Gnomon","CDS","15017718","15017929",".","+","0","cds21922","rna23800","seipin-like isoform X1","P:GO:0008150","","","GO:0019915"
"LOC111130121",26,"XP_022332551.1","NC_035783.1","Gnomon","CDS","15078973","15079127",".","-","0","cds21928","rna23806","serine palmitoyltransferase 2-like","P:GO:0009058; F:GO:0043167","","","GO:0009058;GO:0016740;GO:0030170"
"LOC111129307",76,"XP_022331305.1","NC_035783.1","Gnomon","CDS","15164308","15165025",".","+","0","cds21948","rna23826","mitogen-activated protein kinase kinase kinase 10-like","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005515;GO:0005524;GO:0006468"
"LOC111128578",NA,"XP_022329965.1","NC_035783.1","Gnomon","CDS","15209369","15210568",".","-","0","cds21952","rna23830","cholecystokinin receptor type A-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111127024",NA,"XP_022327716.1","NC_035780.1","Gnomon","CDS","22883103","22883312",".","-","0","cds2064","rna2306","uncharacterized protein LOC111127024 isoform X1","","","",""
"LOC111129055",80,"XP_022330824.1","NC_035783.1","Gnomon","CDS","15745563","15745583",".","-","0","cds22015","rna23903","inositol-trisphosphate 3-kinase B-like isoform X1","P:GO:0009058; F:GO:0016301; P:GO:0044281","","","GO:0016301;GO:0032958"
"LOC111130147",NA,"XP_022332589.1","NC_035783.1","Gnomon","CDS","16204240","16204278",".","-","0","cds22052","rna23940","sodium-dependent proline transporter-like isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0005328;GO:0006812;GO:0006836;GO:0016021"
"LOC111131153",8,"XP_022334261.1","NC_035783.1","Gnomon","CDS","16287462","16287575",".","-","0","cds22063","rna23955","T-complex protein 1 subunit delta-like","P:GO:0006457; F:GO:0043167; F:GO:0051082","","","GO:0005524;GO:0006457;GO:0051082"
"LOC111130509",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111128996",64,"XP_022330718.1","NC_035783.1","Gnomon","CDS","16865932","16866271",".","-","0","cds22124","rna24017","cysteine-rich motor neuron 1 protein-like","C:GO:0005615; F:GO:0030234; C:GO:0032991; P:GO:0040007","","","GO:0001558;GO:0004867;GO:0005520;GO:0016942"
"LOC111127761",5,"XP_022328707.1","NC_035783.1","Gnomon","CDS","16909141","16909208",".","+","0","cds22127","rna24021","sugar transporter SWEET1-like","C:GO:0005575","","","GO:0016021"
"LOC111130828",14,"XP_022333779.1","NC_035783.1","Gnomon","CDS","16925678","16925749",".","-","0","cds22128","rna24022","survival motor neuron protein-like","F:GO:0003723; C:GO:0005634; C:GO:0005737; P:GO:0006397","","","GO:0003723;GO:0005634;GO:0005737;GO:0006397"
"LOC111130979",NA,"XP_022333997.1","NC_035783.1","Gnomon","CDS","17048795","17048854",".","+","0","cds22146","rna24041","arginase%2C hepatic-like isoform X1","GO:0006520;GO:0009056;GO:0016810;GO:0043167","EC:3.5.3.1","Arginase","GO:0004053;GO:0006527;GO:0006560;GO:0046872"
"LOC111130568",41,"XP_022333435.1","NC_035783.1","Gnomon","CDS","17230010","17232115",".","-","0","cds22158","rna24053","chromosome-associated kinesin KIF4-like","GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003777;GO:0005524;GO:0005874;GO:0007018;GO:0008017;GO:0045298"
