"turquoise.gene_id","turquoise.cpg_count","turquoise.protein_id","turquoise.chr","turquoise.method","turquoise.feature","turquoise.start","turquoise.end","turquoise.score","turquoise.strand","turquoise.phase","turquoise.CDS_ID","turquoise.Parent","turquoise.Description","turquoise.GO.SLIM","turquoise.Enzyme.Codes","turquoise.Enzyme.Names","turquoise.InterproScan.GO.ID"
"LOC111125151",4,"XP_022324364.1","NC_035782.1","Gnomon","CDS","45480422","45480468",".","+","0","cds16843","rna18319","kinesin-like protein KIF16B isoform X1","GO:0005856;GO:0008092;GO:0008150;GO:0008289;GO:0032991;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003777;GO:0005524;GO:0005874;GO:0007018;GO:0008017;GO:0035091;GO:0045298"
"LOC111125176",10,"XP_022324421.1","NC_035782.1","Gnomon","CDS","45513128","45513170",".","-","0","cds16847","rna18323","translin-associated protein X-like isoform X1","F:GO:0003677","","","GO:0043565"
"LOC111125164",NA,"XP_022324405.1","NC_035782.1","Gnomon","CDS","45682668","45682988",".","-","0","cds16856","rna18333","heat shock 70 kDa protein 12B-like","","","",""
"LOC111125368",44,"XP_022324823.1","NC_035782.1","Gnomon","CDS","45860305","45860427",".","+","0","cds16877","rna18357","mediator of RNA polymerase II transcription subunit 22-like","F:GO:0003674; C:GO:0005654; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003712;GO:0005667;GO:0006355;GO:0006357;GO:0016592"
"LOC111125108",NA,"XP_022324288.1","NC_035782.1","Gnomon","CDS","45929383","45930804",".","+","0","cds16890","rna18370","uncharacterized protein LOC111125108","F:GO:0043167","","","GO:0046872"
"LOC111125109",NA,"XP_022324290.1","NC_035782.1","Gnomon","CDS","45935973","45937379",".","+","0","cds16893","rna18373","uncharacterized protein LOC111125109","F:GO:0043167","","","GO:0046872"
"LOC111124276",NA,"XP_022322839.1","NC_035782.1","Gnomon","CDS","45947226","45948447",".","+","0","cds16894","rna18374","uncharacterized protein LOC111124276","F:GO:0043167","","","GO:0046872"
"LOC111126293",NA,"XP_022326519.1","NC_035782.1","Gnomon","CDS","45983151","45983227",".","+","0","cds16896","rna18376","von Willebrand factor A domain-containing protein 5A-like isoform X1","","","",""
"LOC111124277",NA,"XP_022322840.1","NC_035782.1","Gnomon","CDS","45999080","45999128",".","+","0","cds16900","rna18380","von Willebrand factor A domain-containing protein 5A-like","F:GO:0003677; P:GO:0009058; P:GO:0034641","","","GO:0006355;GO:0043565"
"LOC111125452",50,"XP_022324990.1","NC_035782.1","Gnomon","CDS","46145289","46145315",".","+","0","cds16912","rna18392","G-protein-signaling modulator 2-like","F:GO:0030234","","","GO:0005515;GO:0030695"
"LOC111125445",41,"XP_022324969.1","NC_035782.1","Gnomon","CDS","46235911","46236006",".","-","0","cds16919","rna18399","sodium/glucose cotransporter 4-like isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0016020;GO:0022857;GO:0055085"
"LOC111125392",47,"XP_022324861.1","NC_035782.1","Gnomon","CDS","46328585","46328597",".","-","0","cds16932","rna18412","neurogenic locus notch homolog protein 4-like isoform X1","C:GO:0005576; F:GO:0030234","","","GO:0004867;GO:0005576"
"LOC111123456",NA,"XP_022321480.1","NC_035782.1","Gnomon","CDS","46392841","46393344",".","+","0","cds16938","rna18418","heat shock 70 kDa protein 12A-like","","","",""
"LOC111123038",NA,"XP_022320830.1","NC_035782.1","Gnomon","CDS","46432762","46432980",".","+","0","cds16945","rna18425","heat shock 70 kDa protein 12A-like isoform X1","","","",""
"LOC111111539",NA,"XP_022304291.1","NC_035780.1","Gnomon","CDS","17710536","17710947",".","-","0","cds1659","rna1834","multimerin-1-like","F:GO:0003674","","","GO:0005515"
"LOC111125248",23,"XP_022324543.1","NC_035782.1","Gnomon","CDS","46481519","46481520",".","-","0","cds16954","rna18434","lymphocyte-specific helicase-like","F:GO:0043167","","","GO:0005524"
"LOC111122726",NA,"XP_022320315.1","NC_035782.1","Gnomon","CDS","46486570","46486944",".","+","0","cds16955","rna18435","heat shock 70 kDa protein 12A-like","","","",""
"LOC111126914",NA,"XP_022327556.1","NC_035782.1","Gnomon","CDS","46524463","46524855",".","+","0","cds16958","rna18438","heat shock 70 kDa protein 12A-like","","","",""
"LOC111123667",NA,"XP_022321874.1","NC_035782.1","Gnomon","CDS","46561377","46561607",".","+","0","cds16966","rna18446","uncharacterized protein LOC111123667 isoform X1","","","",""
"LOC111126054",NA,"XP_022326149.1","NC_035782.1","Gnomon","CDS","46562999","46563024",".","+","0","cds16967","rna18447","structural maintenance of chromosomes protein 2-like isoform X1","C:GO:0005739; P:GO:0007005; P:GO:0009056","","","GO:0005741;GO:0035694"
"LOC111123101",NA,"XP_022320913.1","NC_035782.1","Gnomon","CDS","46589131","46589316",".","+","1","cds16972","rna18454","uncharacterized protein LOC111123101","C:GO:0005739; P:GO:0007005; P:GO:0009056","","","GO:0005741;GO:0035694"
"LOC111125388",3,"XP_022324856.1","NC_035782.1","Gnomon","CDS","46596155","46596264",".","+","0","cds16975","rna18457","uncharacterized protein LOC111125388 isoform X1","C:GO:0005739; P:GO:0007005; P:GO:0009056","","","GO:0005741;GO:0035694"
"LOC111124280",17,"XP_022322842.1","NC_035782.1","Gnomon","CDS","46622739","46622745",".","-","1","cds16978","rna18460","uncharacterized protein LOC111124280","C:GO:0005654; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0005669;GO:0006367"
"LOC111125390",36,"XP_022324860.1","NC_035782.1","Gnomon","CDS","46651738","46651794",".","+","2","cds16979","rna18461","magnesium transporter NIPA3-like","C:GO:0005575; F:GO:0022857","","","GO:0015095;GO:0015693;GO:0016021"
"LOC111124528",176,"XP_022323164.1","NC_035782.1","Gnomon","CDS","46717560","46717707",".","+","1","cds16985","rna18467","transient receptor potential cation channel subfamily M member 3-like isoform X1","","","",""
"LOC111126173",21,"XP_022326333.1","NC_035782.1","Gnomon","CDS","46755661","46755780",".","-","0","cds16990","rna18473","progesterone-induced-blocking factor 1-like","","","",""
"LOC111126578",NA,"XP_022327027.1","NC_035782.1","Gnomon","CDS","46822928","46823066",".","+","2","cds16995","rna18478","short coiled-coil protein B-like","","","",""
"LOC111126412",15,"XP_022326746.1","NC_035782.1","Gnomon","CDS","46932824","46932922",".","-","0","cds17011","rna18495","male-specific lethal 3 homolog isoform X1","C:GO:0005634; P:GO:0009058; P:GO:0034641; P:GO:0051276","","","GO:0005634;GO:0006325;GO:0006355"
"LOC111125490",1,"XP_022325098.1","NC_035782.1","Gnomon","CDS","47212388","47212787",".","-","0","cds17029","rna18519","transmembrane protein 144-like isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0015144;GO:0016021;GO:0034219"
"LOC111126067",10,"XP_022326166.1","NC_035782.1","Gnomon","CDS","47273565","47273654",".","-","0","cds17037","rna18527","N-acetylserotonin O-methyltransferase-like protein isoform X1","GO:0003674;GO:0034641;GO:0044281","EC:3.6.1.19","Acting on acid anhydrides","GO:0006144;GO:0006206;GO:0047429"
"LOC111124910",38,"XP_022323919.1","NC_035782.1","Gnomon","CDS","47403463","47403614",".","+","2","cds17050","rna18540","brain tumor protein-like","C:GO:0005622; F:GO:0043167","","","GO:0005515;GO:0005622;GO:0008270"
"LOC111126405",12,"XP_022326719.1","NC_035782.1","Gnomon","CDS","47590471","47590660",".","-","0","cds17069","rna18559","ELMO domain-containing protein 2-like isoform X1","","","",""
"LOC111125030",199,"XP_022324156.1","NC_035782.1","Gnomon","CDS","47711996","47712031",".","+","0","cds17077","rna18567","transient receptor potential-gamma protein-like isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0005262;GO:0005515;GO:0016021;GO:0070588"
"LOC111125089",115,"XP_022324261.1","NC_035782.1","Gnomon","CDS","47844182","47844524",".","+","0","cds17092","rna18584","sodium bicarbonate transporter-like protein 11 isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0005452;GO:0006821;GO:0015701;GO:0016021"
"LOC111125090",6,"XP_022324266.1","NC_035782.1","Gnomon","CDS","47867635","47867785",".","-","1","cds17093","rna18585","DNA-directed RNA polymerase I subunit RPA49-like","GO:0003677;GO:0005730;GO:0009058;GO:0016779;GO:0034641;GO:0044281","EC:2.7.7.6","DNA-directed RNA polymerase","GO:0003677;GO:0003899;GO:0005730;GO:0006144;GO:0006206;GO:0006351"
"LOC111124627",NA,"XP_022323369.1","NC_035782.1","Gnomon","CDS","47956704","47956963",".","+","0","cds17103","rna18596","peptidyl-prolyl cis-trans isomerase FKBP2-like","F:GO:0043167","","","GO:0005509"
"LOC111126875",NA,"XP_022327490.1","NC_035782.1","Gnomon","CDS","48298545","48298560",".","-","0","cds17130","rna18624","tyrosine-protein kinase transmembrane receptor Ror-like isoform X1","GO:0006464;GO:0016301;GO:0043167","EC:2.7.10","Transferring phosphorus-containing groups","GO:0004713;GO:0005524;GO:0006468"
"LOC111126791",NA,"XP_022327362.1","NC_035782.1","Gnomon","CDS","48336373","48336383",".","-","0","cds17136","rna18630","FMRFamide receptor-like isoform X1","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111127051",3,"XP_022327751.1","NC_035782.1","Gnomon","CDS","48396352","48396483",".","-","0","cds17145","rna18639","uncharacterized protein LOC111127051 isoform X1","F:GO:0003674","","","GO:0003676"
"LOC111126860",32,"XP_022327475.1","NC_035782.1","Gnomon","CDS","48419053","48419133",".","+","0","cds17148","rna18642","uncharacterized protein LOC111126860","","","",""
"LOC111127462",12,"XP_022328352.1","NC_035782.1","Gnomon","CDS","48511859","48512079",".","+","2","cds17150","rna18644","protein phosphatase 1K%2C mitochondrial-like","GO:0005623;GO:0006464;GO:0016791;GO:0032991","EC:3.1.3.16","Protein-serine/threonine phosphatase","GO:0004722;GO:0006470;GO:0008287"
"LOC111123117",NA,"XP_022320938.1","NC_035782.1","Gnomon","CDS","48554156","48554176",".","+","0","cds17154","rna18649","follistatin-related protein 1-like isoform X1","F:GO:0043167","","","GO:0005509;GO:0005515"
"LOC111124633",33,"XP_022323378.1","NC_035782.1","Gnomon","CDS","48636479","48636608",".","-","0","cds17162","rna18657","dixin-like isoform X1","F:GO:0003674; P:GO:0007165; P:GO:0007267","","","GO:0005515;GO:0016055"
"LOC111127085",NA,"XP_022327806.1","NC_035782.1","Gnomon","CDS","49188025","49188242",".","+","0","cds17215","rna18714","haloacid dehalogenase-like hydrolase domain-containing protein 2 isoform X1","","","",""
"LOC111122848",2,"XP_022320563.1","NC_035782.1","Gnomon","CDS","49205203","49205256",".","-","0","cds17217","rna18716","Down syndrome critical region protein 3-like","","","",""
"LOC111126005",NA,"XP_022326065.1","NC_035782.1","Gnomon","CDS","49251888","49251997",".","+","0","cds17222","rna18721","failed axon connections homolog","","","",""
"LOC111125480",NA,"XP_022325074.1","NC_035782.1","Gnomon","CDS","49321040","49321145",".","+","2","cds17232","rna18731","uncharacterized protein LOC111125480","GO:0008233","EC:3.4.24","Acting on peptide bonds (peptidases)","GO:0004222;GO:0006508"
"LOC111125481",NA,"XP_022325075.1","NC_035782.1","Gnomon","CDS","49341521","49341694",".","-","0","cds17234","rna18733","ankyrin repeat domain-containing protein 33B-like","F:GO:0003674","","","GO:0005515"
"LOC111123407",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111126235",NA,"XP_022326431.1","NC_035782.1","Gnomon","CDS","49441625","49441631",".","+","0","cds17245","rna18745","uncharacterized protein LOC111126235","","","",""
"LOC111126236",NA,"XP_022326432.1","NC_035782.1","Gnomon","CDS","49445899","49445905",".","+","0","cds17246","rna18746","uncharacterized protein LOC111126236","","","",""
"LOC111126234",14,"XP_022326430.1","NC_035782.1","Gnomon","CDS","49458255","49458263",".","-","0","cds17247","rna18747","pleiotropic regulator 1-like","F:GO:0003674","","","GO:0005515"
"LOC111124989",28,"XP_022324073.1","NC_035782.1","Gnomon","CDS","49485569","49485571",".","-","0","cds17249","rna18749","sodium- and chloride-dependent glycine transporter 1-like","C:GO:0005575; F:GO:0022857","","","GO:0005328;GO:0006812;GO:0006836;GO:0016021"
"LOC111126555",NA,"XP_022326986.1","NC_035782.1","Gnomon","CDS","49501070","49501405",".","+","0","cds17252","rna18752","heat shock 70 kDa protein 12A-like","","","",""
"LOC111127452",NA,"XP_022328339.1","NC_035782.1","Gnomon","CDS","49611647","49611812",".","-","0","cds17265","rna18765","uncharacterized protein LOC111127452","F:GO:0003674","","","GO:0005515"
"LOC111125431",9,"XP_022324930.1","NC_035782.1","Gnomon","CDS","49624559","49624719",".","+","0","cds17268","rna18768","STAGA complex 65 subunit gamma-like","GO:0005654;GO:0016746;GO:0032991","EC:2.3.1.5; EC:2.3.1.48","Arylamine N-acetyltransferase; Histone acetyltransferase","GO:0004402;GO:0030914;GO:0042967;GO:0046982"
"LOC111123897",14,"XP_022322285.1","NC_035782.1","Gnomon","CDS","49827002","49827145",".","+","0","cds17319","rna18821","phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1-like","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570;GO:0008138"
"LOC111126300",4,"XP_022326532.1","NC_035782.1","Gnomon","CDS","49943793","49943825",".","+","0","cds17330","rna18833","intraflagellar transport protein 46 homolog isoform X1","P:GO:0030705","","","GO:0042073"
"LOC111125107",34,"XP_022324287.1","NC_035782.1","Gnomon","CDS","50009535","50009630",".","+","0","cds17343","rna18846","sister chromatid cohesion protein PDS5 homolog B-like","P:GO:0007059; P:GO:0051276; P:GO:0140014","","","GO:0007064"
"LOC111126802",43,"XP_022327385.1","NC_035782.1","Gnomon","CDS","50047987","50048187",".","-","0","cds17345","rna18848","putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16","GO:0004386;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003676;GO:0004386;GO:0005524"
"LOC111126804",114,"XP_022327387.1","NC_035782.1","Gnomon","CDS","50058137","50058429",".","+","0","cds17348","rna18851","influenza virus NS1A-binding protein-like","F:GO:0003674","","","GO:0005515"
"LOC111126101",3,"XP_022326211.1","NC_035782.1","Gnomon","CDS","50132187","50132324",".","+","0","cds17356","rna18859","uncharacterized protein LOC111126101 isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0005375;GO:0016021;GO:0035434"
"LOC111126331",10,"XP_022326581.1","NC_035782.1","Gnomon","CDS","50262821","50262873",".","+","0","cds17368","rna18871","uncharacterized protein LOC111126331 isoform X1","","","",""
"LOC111125043",NA,"XP_022324186.1","NC_035782.1","Gnomon","CDS","50400926","50401037",".","-","0","cds17397","rna18900","protocadherin gamma-A4-like isoform X1","C:GO:0005886; P:GO:0007155; F:GO:0043167","","","GO:0005509;GO:0005886;GO:0007156"
"LOC111122956",NA,"XP_022320708.1","NC_035782.1","Gnomon","CDS","50529267","50529375",".","-","0","cds17410","rna18913","glutamate receptor 2-like","C:GO:0005575; P:GO:0007165; P:GO:0007267; F:GO:0022857","","","GO:0004970;GO:0006811;GO:0007165;GO:0007268;GO:0016020"
"LOC111125643",7,"XP_022325356.1","NC_035782.1","Gnomon","CDS","50599690","50599916",".","-","0","cds17414","rna18917","phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase TPTE2-like","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0006470;GO:0006570;GO:0008138"
"LOC111123965",15,"XP_022322438.1","NC_035782.1","Gnomon","CDS","50621074","50621190",".","-","0","cds17418","rna18921","mediator of RNA polymerase II transcription subunit 7-like","F:GO:0003674; C:GO:0005654; P:GO:0009058; C:GO:0032991; P:GO:0034641","","","GO:0003712;GO:0005667;GO:0006355;GO:0006357;GO:0016592"
"LOC111123969",NA,"XP_022322445.1","NC_035782.1","Gnomon","CDS","50668418","50668925",".","-","0","cds17423","rna18926","solute carrier family 25 member 43-like","F:GO:0022857","","","GO:0022857;GO:0055085"
"LOC111127525",22,"XP_022328447.1","NC_035782.1","Gnomon","CDS","50745463","50747442",".","+","0","cds17432","rna18937","zinc finger protein 570-like","F:GO:0003674","","","GO:0003676"
"LOC111123575",NA,"XP_022321693.1","NC_035782.1","Gnomon","CDS","50785139","50785292",".","-","0","cds17437","rna18942","CD109 antigen-like isoform X1","C:GO:0005615; F:GO:0030234","","","GO:0004866;GO:0005615"
"LOC111126736",NA,"XP_022327280.1","NC_035782.1","Gnomon","CDS","50857249","50857322",".","+","2","cds17455","rna18961","oligosaccharyltransferase complex subunit OSTC-like","","","",""
"LOC111124294",71,"XP_022322855.1","NC_035782.1","Gnomon","CDS","50893623","50893731",".","+","0","cds17458","rna18965","ATP-dependent DNA helicase Q5-like","GO:0004386;GO:0006259;GO:0016887;GO:0043167","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase","GO:0003676;GO:0005524;GO:0006310;GO:0008026"
"LOC111124669",85,"XP_022323466.1","NC_035782.1","Gnomon","CDS","50983524","50983664",".","+","0","cds17464","rna18971","serine/threonine-protein kinase SIK3-like isoform X1","GO:0006464;GO:0006520;GO:0016301;GO:0043167","EC:2.7.11","Transferring phosphorus-containing groups","GO:0004674;GO:0005524;GO:0006468;GO:0009069"
"LOC111120911",NA,"XP_022317659.1","NC_035780.1","Gnomon","CDS","18183802","18184085",".","+","2","cds1705","rna1882","von Willebrand factor D and EGF domain-containing protein-like","","","",""
"LOC111122643",NA,"XP_022320199.1","NC_035782.1","Gnomon","CDS","51280492","51280518",".","-","0","cds17510","rna19019","uncharacterized protein LOC111122643","","","",""
"LOC111125286",NA,"XP_022324603.1","NC_035782.1","Gnomon","CDS","51347175","51347204",".","-","0","cds17517","rna19026","uncharacterized protein LOC111125286 isoform X1","","","",""
"LOC111126661",17,"XP_022327156.1","NC_035782.1","Gnomon","CDS","51397762","51397770",".","+","0","cds17526","rna19035","7-methylguanosine phosphate-specific 5'-nucleotidase A-like isoform X1","GO:0005737;GO:0016791;GO:0043167","EC:3.1.3.5; EC:3.1.3.31","5'-nucleotidase; Nucleotidase","GO:0000287;GO:0005737;GO:0008253"
"LOC111123852",121,"XP_022322197.1","NC_035782.1","Gnomon","CDS","51633997","51634043",".","+","0","cds17575","rna19085","DNA (cytosine-5)-methyltransferase 1-like","GO:0003677;GO:0005634;GO:0005694;GO:0006259;GO:0006520;GO:0006790;GO:0008168;GO:0043167","EC:2.1.1.37","DNA (cytosine-5-)-methyltransferase","GO:0000785;GO:0003677;GO:0003682;GO:0003886;GO:0005634;GO:0006555;GO:0008270;GO:0090116"
"LOC111126295",NA,"XP_022326524.1","NC_035782.1","Gnomon","CDS","51704302","51704368",".","-","0","cds17579","rna19089","protein lev-9-like isoform X1","","","",""
"LOC111123882",191,"XP_022322237.1","NC_035782.1","Gnomon","CDS","51735709","51735949",".","+","0","cds17583","rna19093","hemicentin-1-like isoform X1","F:GO:0043167","","","GO:0005509"
"LOC111124300",1,"XP_022322860.1","NC_035782.1","Gnomon","CDS","51858391","51858705",".","-","0","cds17595","rna19105","uncharacterized protein LOC111124300","GO:0016491;GO:0043167","EC:1.14.17","Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)","GO:0005507;GO:0016715;GO:0055114"
"LOC111122876",NA,"XP_022320601.1","NC_035782.1","Gnomon","CDS","51875958","51876260",".","-","0","cds17596","rna19106","LOW QUALITY PROTEIN: DBH-like monooxygenase protein 1","GO:0016491;GO:0043167","EC:1.14.17","Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2)","GO:0005507;GO:0016715;GO:0055114"
